order_id,product_id,date,quantity,price_order,region,customer_id,discount_pct,payment_method,shipping_status,order_date,product_description,return_policy,faq_question,faq_answer,review,price_product,category,brand,product_name,age,location,purchase_frequency,region_customer,segment,price,total_amount,order_day,order_month,order_weekday,is_weekend,year,month_period
ORD-02070,P-00015,2024-11-04,9,34.5,West,C-00347,0.1,Bank Transfer,Processing,2024-11-04,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,64,Columbus,16,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02071,P-00042,2024-11-04,6,8.99,West,C-00385,0.05,PayPal,Processing,2024-11-04,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,51,Fort Worth,15,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02072,P-00091,2024-11-04,1,99.0,South,C-00038,0.0,Debit Card,Delivered,2024-11-04,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,56,Dallas,2,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02073,P-00088,2024-11-04,7,249.0,West,C-00193,0.0,Debit Card,Processing,2024-11-04,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,33,Atlanta,4,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02074,P-00003,2024-11-04,1,4.99,South,C-00223,0.2,PayPal,Processing,2024-11-04,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,41,Columbus,3,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02075,P-00088,2024-11-04,3,249.0,East,C-00203,0.0,PayPal,Processing,2024-11-04,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,24,Fort Worth,2,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02076,P-00055,2024-11-04,8,149.99,West,C-00239,0.0,PayPal,Processing,2024-11-04,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,61,San Antonio,17,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02077,P-00091,2024-11-04,7,99.0,North,C-00126,0.15,Credit Card,Pending,2024-11-04,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,52,Charlotte,5,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02078,P-00001,2024-11-04,1,799.0,East,C-00239,0.15,Bank Transfer,Delivered,2024-11-04,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,61,San Antonio,17,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02079,P-00088,2024-11-04,5,249.0,East,C-00421,0.05,Credit Card,Processing,2024-11-04,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,29,Denver,14,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02080,P-00023,2024-11-04,6,14.5,East,C-00100,0.1,PayPal,Delivered,2024-11-04,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,45,San Antonio,18,unknown,unknown,0.0,0.0,4,11,0,0,2024,2024-11
ORD-02081,P-00023,2024-11-05,3,14.5,East,C-00031,0.0,Debit Card,Delivered,2024-11-05,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,44,San Diego,15,unknown,unknown,0.0,0.0,5,11,1,0,2024,2024-11
ORD-02082,P-00015,2024-11-05,7,34.5,East,C-00409,0.0,Debit Card,Pending,2024-11-05,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,62,San Jose,23,unknown,unknown,0.0,0.0,5,11,1,0,2024,2024-11
ORD-02083,P-00001,2024-11-05,1,799.0,North,C-00453,0.05,Bank Transfer,Delivered,2024-11-05,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,30,Minneapolis,20,unknown,unknown,0.0,0.0,5,11,1,0,2024,2024-11
ORD-02084,P-00042,2024-11-05,10,8.99,North,C-00496,0.2,Bank Transfer,Pending,2024-11-05,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,28,Philadelphia,3,unknown,unknown,0.0,0.0,5,11,1,0,2024,2024-11
ORD-02085,P-00015,2024-11-05,5,34.5,South,C-00073,0.0,Credit Card,Processing,2024-11-05,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,45,Boston,3,unknown,unknown,0.0,0.0,5,11,1,0,2024,2024-11
ORD-02086,P-00055,2024-11-06,7,149.99,South,C-00022,0.0,PayPal,Shipped,2024-11-06,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,65,Dallas,8,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02087,P-00010,2024-11-06,10,19.99,South,C-00214,0.0,Bank Transfer,Pending,2024-11-06,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,20,Houston,20,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02088,P-00003,2024-11-06,1,4.99,North,C-00084,0.0,Bank Transfer,Delivered,2024-11-06,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,29,San Francisco,4,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02089,P-00003,2024-11-06,8,4.99,South,C-00474,0.0,Credit Card,Processing,2024-11-06,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,47,New York,24,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02090,P-00001,2024-11-06,10,799.0,East,C-00436,0.0,Debit Card,Pending,2024-11-06,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,57,Las Vegas,16,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02091,P-00042,2024-11-06,3,8.99,East,C-00413,0.0,PayPal,Delivered,2024-11-06,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,45,Portland,11,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02092,P-00010,2024-11-06,8,19.99,East,C-00169,0.0,Bank Transfer,Processing,2024-11-06,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,59,San Francisco,1,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02093,P-00047,2024-11-06,10,29.99,East,C-00411,0.0,PayPal,Shipped,2024-11-06,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,52,Indianapolis,15,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02094,P-00003,2024-11-06,4,4.99,West,C-00464,0.0,Debit Card,Processing,2024-11-06,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,38,Orlando,7,unknown,unknown,0.0,0.0,6,11,2,0,2024,2024-11
ORD-02095,P-00010,2024-11-07,7,19.99,East,C-00154,0.0,Bank Transfer,Delivered,2024-11-07,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,44,Atlanta,19,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02096,P-00001,2024-11-07,1,799.0,West,C-00208,0.0,Bank Transfer,Processing,2024-11-07,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,39,Dallas,3,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02097,P-00047,2024-11-07,6,29.99,East,C-00061,0.05,Bank Transfer,Processing,2024-11-07,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,63,Jacksonville,7,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02098,P-00088,2024-11-07,4,249.0,West,C-00221,0.0,PayPal,Shipped,2024-11-07,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,61,Portland,24,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02099,P-00001,2024-11-07,3,799.0,East,C-00304,0.0,Credit Card,Delivered,2024-11-07,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,32,Miami,3,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02100,P-00023,2024-11-07,1,14.5,South,C-00277,0.0,PayPal,Delivered,2024-11-07,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,22,Columbus,14,unknown,unknown,0.0,0.0,7,11,3,0,2024,2024-11
ORD-02101,P-00047,2024-11-08,8,29.99,South,C-00017,0.2,Debit Card,Pending,2024-11-08,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,51,San Francisco,19,unknown,unknown,0.0,0.0,8,11,4,0,2024,2024-11
ORD-02102,P-00088,2024-11-08,2,249.0,North,C-00085,0.0,Credit Card,Delivered,2024-11-08,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,58,San Jose,21,unknown,unknown,0.0,0.0,8,11,4,0,2024,2024-11
ORD-02103,P-00088,2024-11-09,2,249.0,North,C-00315,0.0,PayPal,Processing,2024-11-09,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,55,New York,10,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02104,P-00015,2024-11-09,2,34.5,East,C-00304,0.2,Credit Card,Pending,2024-11-09,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,32,Miami,3,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02105,P-00091,2024-11-09,2,99.0,West,C-00311,0.0,Credit Card,Processing,2024-11-09,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,34,Las Vegas,12,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02106,P-00088,2024-11-09,4,249.0,East,C-00017,0.0,PayPal,Processing,2024-11-09,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,51,San Francisco,19,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02107,P-00015,2024-11-09,6,34.5,East,C-00151,0.2,Bank Transfer,Processing,2024-11-09,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,43,Houston,19,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02108,P-00003,2024-11-09,5,4.99,East,C-00108,0.0,PayPal,Delivered,2024-11-09,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,32,Denver,8,unknown,unknown,0.0,0.0,9,11,5,1,2024,2024-11
ORD-02109,P-00023,2024-11-10,1,14.5,North,C-00076,0.05,PayPal,Shipped,2024-11-10,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,53,Orlando,1,unknown,unknown,0.0,0.0,10,11,6,1,2024,2024-11
ORD-02110,P-00023,2024-11-10,5,14.5,East,C-00353,0.0,Bank Transfer,Processing,2024-11-10,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,33,San Jose,22,unknown,unknown,0.0,0.0,10,11,6,1,2024,2024-11
ORD-02111,P-00010,2024-11-10,2,19.99,East,C-00480,0.05,Credit Card,Pending,2024-11-10,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,61,Orlando,18,unknown,unknown,0.0,0.0,10,11,6,1,2024,2024-11
ORD-02112,P-00091,2024-11-11,7,99.0,South,C-00177,0.0,Debit Card,Processing,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,31,Atlanta,21,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02113,P-00091,2024-11-11,8,99.0,West,C-00338,0.2,Debit Card,Processing,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,54,Boston,22,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02114,P-00091,2024-11-11,6,99.0,West,C-00338,0.2,PayPal,Delivered,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,54,Boston,22,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02115,P-00091,2024-11-11,5,99.0,West,C-00048,0.0,PayPal,Delivered,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,47,Miami,12,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02116,P-00091,2024-11-11,4,99.0,West,C-00491,0.0,PayPal,Processing,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,20,Jacksonville,2,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02117,P-00047,2024-11-11,1,29.99,East,C-00365,0.1,Debit Card,Pending,2024-11-11,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,51,Boston,10,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02118,P-00047,2024-11-11,2,29.99,West,C-00396,0.1,PayPal,Shipped,2024-11-11,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,36,Los Angeles,8,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02119,P-00091,2024-11-11,6,99.0,East,C-00272,0.1,PayPal,Processing,2024-11-11,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,33,Dallas,11,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02120,P-00047,2024-11-11,8,29.99,East,C-00276,0.05,Credit Card,Pending,2024-11-11,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,27,Detroit,7,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02121,P-00001,2024-11-11,1,799.0,West,C-00302,0.2,Credit Card,Processing,2024-11-11,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,48,New York,24,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02122,P-00010,2024-11-11,8,19.99,South,C-00473,0.1,PayPal,Processing,2024-11-11,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,46,Houston,17,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02123,P-00055,2024-11-11,5,149.99,North,C-00419,0.1,Debit Card,Processing,2024-11-11,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,29,Indianapolis,17,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02124,P-00055,2024-11-11,1,149.99,South,C-00021,0.2,Bank Transfer,Shipped,2024-11-11,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,58,Houston,1,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02125,P-00010,2024-11-11,1,19.99,West,C-00025,0.2,Debit Card,Processing,2024-11-11,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,52,Chicago,19,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02126,P-00047,2024-11-11,9,29.99,East,C-00394,0.0,Bank Transfer,Shipped,2024-11-11,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,18,Columbus,15,unknown,unknown,0.0,0.0,11,11,0,0,2024,2024-11
ORD-02127,P-00042,2024-11-12,9,8.99,East,C-00400,0.0,Bank Transfer,Pending,2024-11-12,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,34,Nashville,21,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02128,P-00091,2024-11-12,9,99.0,South,C-00008,0.0,Debit Card,Shipped,2024-11-12,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,29,San Diego,6,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02129,P-00015,2024-11-12,1,34.5,North,C-00067,0.15,Debit Card,Shipped,2024-11-12,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,45,Raleigh,19,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02130,P-00055,2024-11-12,5,149.99,West,C-00083,0.0,PayPal,Pending,2024-11-12,Handheld Vacuum,Final sale (no returns),Is Handheld Vacuum available in other colors?,Check our online store for all available color variations.,"Not quite what I expected, but it works.",0.0,unknown,unknown,unknown,34,San Francisco,25,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02131,P-00023,2024-11-12,5,14.5,East,C-00278,0.15,Credit Card,Delivered,2024-11-12,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,39,Seattle,15,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02132,P-00091,2024-11-12,2,99.0,North,C-00489,0.2,Debit Card,Shipped,2024-11-12,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,46,Philadelphia,23,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02133,P-00023,2024-11-12,8,14.5,East,C-00063,0.2,Bank Transfer,Delivered,2024-11-12,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,59,Charlotte,5,unknown,unknown,0.0,0.0,12,11,1,0,2024,2024-11
ORD-02134,P-00015,2024-11-13,10,34.5,East,C-00403,0.2,Credit Card,Pending,2024-11-13,Ceramic Coffee Mug,45-day exchange policy,What is the return policy for Ceramic Coffee Mug?,You can refer to our standard return guidelines stated on the receipt.,Solid build and looks great in person.,0.0,unknown,unknown,unknown,32,Miami,5,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02135,P-00091,2024-11-13,7,99.0,South,C-00280,0.15,Credit Card,Delivered,2024-11-13,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,44,Fort Worth,25,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02136,P-00023,2024-11-13,3,14.5,South,C-00176,0.2,PayPal,Processing,2024-11-13,Hiking Backpack,30-day return (full refund),Can Hiking Backpack be used as a gift?,Absolutely! We also offer gift-wrapping options at checkout.,Arrived earlier than expected in perfect condition.,0.0,unknown,unknown,unknown,31,Detroit,11,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02137,P-00001,2024-11-13,1,799.0,East,C-00437,0.2,Bank Transfer,Delivered,2024-11-13,Premium Wireless Headphones,30-day return (full refund),What is the return policy for Premium Wireless Headphones?,You can return it within 30 days for a full refund.,Great product! Exceeded my expectations.,0.0,unknown,unknown,unknown,58,Charlotte,25,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02138,P-00042,2024-11-13,7,8.99,South,C-00086,0.15,Bank Transfer,Delivered,2024-11-13,Electric Kettle,Free returns within 60 days,How do I clean Electric Kettle?,Please follow the care instructions included in the packaging.,Would buy again in a heartbeat.,0.0,unknown,unknown,unknown,50,Boston,7,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02139,P-00003,2024-11-13,8,4.99,West,C-00199,0.0,PayPal,Delivered,2024-11-13,Stainless Steel Water Bottle,Free returns within 60 days,Is Stainless Steel Water Bottle available in different sizes?,Yes check the size chart on our website.,Absolutely love it! Fast delivery.,0.0,unknown,unknown,unknown,65,Minneapolis,11,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02140,P-00047,2024-11-13,8,29.99,South,C-00002,0.0,Debit Card,Pending,2024-11-13,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,28,Los Angeles,5,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02141,P-00010,2024-11-13,1,19.99,East,C-00442,0.0,Credit Card,Delivered,2024-11-13,Children's Building Blocks,No returns on sale items,Is Children's Building Blocks available in different sizes?,Yes check the size chart on our website.,Great gift for kids.,0.0,unknown,unknown,unknown,58,Boston,8,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02142,P-00088,2024-11-13,3,249.0,West,C-00254,0.1,Debit Card,Delivered,2024-11-13,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,18,Raleigh,25,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02143,P-00088,2024-11-13,1,249.0,East,C-00126,0.2,Bank Transfer,Pending,2024-11-13,Fleece Zip-Up Hoodie,30-day return (full refund),Is Fleece Zip-Up Hoodie durable for everyday use?,"Yes, it is designed with high-quality materials for daily use.",My wife loved it. Great buy.,0.0,unknown,unknown,unknown,52,Charlotte,5,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02144,P-00047,2024-11-13,2,29.99,North,C-00481,0.0,Debit Card,Processing,2024-11-13,Desk Organizer,14-day return (store credit),What kind of warranty comes with Desk Organizer?,This product includes a standard 1-year manufacturer warranty.,A bit overpriced for the value.,0.0,unknown,unknown,unknown,42,Jacksonville,21,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
ORD-02145,P-00091,2024-11-13,5,99.0,East,C-00436,0.0,Debit Card,Delivered,2024-11-13,Yoga Pants,No returns on sale items,How long does shipping take for Yoga Pants?,Standard shipping takes roughly 3-5 business days.,Exactly what I was looking for.,0.0,unknown,unknown,unknown,57,Las Vegas,16,unknown,unknown,0.0,0.0,13,11,2,0,2024,2024-11
